"","X","CASE_STATUS","EMPLOYER_NAME","SOC_NAME","JOB_TITLE","FULL_TIME_POSITION","PREVAILING_WAGE","YEAR","WORKSITE","lon","lat"
"133",467418,"CERTIFIED","ACCENTURE LLP","COMPUTER OCCUPATIONS, ALL OTHER","COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT ADMIN 3","Y",86590,2016,"RALEIGH, NORTH CAROLINA",-78.6381787,35.7795897
"134",1103629,"CERTIFIED","QUALCOMM TECHNOLOGIES, INC.","ELECTRONICS ENGINEERS, EXCEPT COMPUTER","STAFF HARDWARE ENGINEER","Y",110448,2015,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"135",48076,"CERTIFIED","KIM SENG COMPANY","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","MARKET RESEARCH ANALYST","N",39354,2016,"COMMERCE, CALIFORNIA",-118.1597929,34.0005691
"136",2751236,"CERTIFIED","UCHICAGO ARGONNE, LLC","Chemists","POSTDOCTORAL APPOINTEE","Y",39437,2011,"ARGONNE, ILLINOIS",-87.9818952,41.7136919
"137",24293,"CERTIFIED","FULL POWER PROPERTIES LLC","COST ESTIMATORS","COST ESTIMATOR MANAGER","N",54891,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"138",1308231,"CERTIFIED","IBM CORPORATION","Computer Systems Analysts","SENIOR CONSULTANT","Y",76149,2014,"PHILADELPHIA, PENNSYLVANIA",-75.1652215,39.9525839
"139",306884,"CERTIFIED","CARGURUS, INC.","SOFTWARE DEVELOPERS, APPLICATIONS","SENIOR SOFTWARE DEVELOPER","Y",93517,2016,"CAMBRIDGE, MASSACHUSETTS",-71.1097335,42.3736158
"140",2638564,"CERTIFIED","TATA CONSULTANCY SERVICES LIMITED","Computer Programmers","COMPUTER PROGRAMMER","Y",63856,2012,"AUSTIN, TEXAS",-97.7430608,30.267153
"141",705049,"CERTIFIED","IBM INDIA PRIVATE LIMITED","COMPUTER PROGRAMMERS","SENIOR SYSTEM ENGINEER","Y",59467,2015,"BENTONVILLE, ARKANSAS",-94.2088172,36.3728538
"142",25019,"CERTIFIED","RANG TECHNOLOGIES, INC.","HUMAN RESOURCES SPECIALISTS","HR PROJECT COORDINATOR","N",45885,2016,"PISCATAWAY, NEW JERSEY",-74.4642861,40.554887
"143",1643196,"CERTIFIED","HEALTH CAROUSEL II, LLC","Physical Therapists","PHYSICAL THERAPIST","Y",60236.8,2014,"ROSWELL, NEW MEXICO",-104.5230242,33.3942655
"144",899212,"CERTIFIED","HANCE INCORPORATED","COMPUTER PROGRAMMERS","PROGRAMMER ANALYST/JAVA DEVELOPER-LEVEL II","Y",66602,2015,"LANGHORNE, PENNSYLVANIA",-74.9226665,40.1745538
"145",564517,"CERTIFIED","OTTER PRODUCTS LLC","MECHANICAL ENGINEERS","LEAD TECHNICAL ENGINEER","Y",122914,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"146",354388,"CERTIFIED","TECHNOLABS INC","SOFTWARE DEVELOPERS, APPLICATIONS","PROGRAMMER ANALYST","Y",98342,2016,"MILPITAS, CALIFORNIA",-121.8995741,37.4323341
"147",2455980,"CERTIFIED","SYNTEL CONSULTING INC","Computer Systems Analysts","PROGRAMMER ANALYST","Y",69909,2012,"GREEN BAY, WISCONSIN",-88.019826,44.519159
"148",546973,"CERTIFIED","INTEL CORPORATION","ELECTRONICS ENGINEERS, EXCEPT COMPUTER","SYSTEM VALIDATION ENGINEER","Y",86174,2016,"FOLSOM, CALIFORNIA",-121.1760583,38.6779591
"149",2831229,"CERTIFIED","UHCP D/B/A UPMC MEP","Health Diagnosing and Treating Practitioners, All ","MEDICAL RESIDENT","Y",34590,2011,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
"150",1388005,"CERTIFIED","ACCENTURE LLP","Computer Programmers","COMPUTER PROGRAMMER/CONFIGURER 2","Y",71074,2014,"MARIETTA, GEORGIA",-84.5499327,33.952602
"151",908486,"CERTIFIED","RANG TECHNOLOGIES, INC.","HUMAN RESOURCES SPECIALISTS","HR GENERALIST","Y",43098,2015,"PISCATAWAY, NEW JERSEY",-74.4642861,40.554887
"152",2429408,"DENIED","PRAMATI TECHNOLOGIES PRIVATE LIMITED","Computer Occupations, All Other*","ENGINEERING SPECIALIST PLATFORM INTEGRATION","Y",98987.99,2012,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
"153",1416444,"CERTIFIED","INFOSYS LIMITED","Computer Occupations, All Other","TECHNICAL TEST LEAD - US","Y",56576,2014,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"154",2617053,"CERTIFIED","TAG TREATMENT ACTIONS GROUP, INC.","Social and Community Service Managers","TB/HIV PROJECT DIRECTOR","Y",81266,2012,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"155",1333981,"CERTIFIED","HEWITT ASSOCIATES LLC","Software Developers, Systems Software","IT SENIOR BUSINESS TECH ANALYST","Y",75816,2014,"LINCOLNSHIRE, ILLINOIS",-87.9084039,42.1900249
"156",166336,"WITHDRAWN","ZUSYS","COMPUTER SYSTEMS ANALYSTS","SYSTEMS ANALYST","N",51043,2016,"KANSAS CITY, MISSOURI",-94.5785667,39.0997265
"157",2848031,"CERTIFIED","U.S. DEPARTMENT OF AGRICULTURE","Biological Scientists, All Other","RESEARCH PHYSICAL SCIENTIST","Y",58115,2011,"BELTSVILLE, MARYLAND",-76.9074739,39.0348317
"158",1442059,"CERTIFIED","GOODMAN MANUFACTURING COMPANY, L.P.","Industrial Engineers","INDUSTRIAL ENGINEER","Y",73154,2014,"HOUSTON, TEXAS",-95.3698028,29.7604267
"159",2649181,"CERTIFIED","APPISOFT INC.","Computer Programmers","PROGRAMMER ANALYST","Y",63024,2011,"FARMINGTON HILLS, MICHIGAN",-83.3677168,42.4989936
"160",1808203,"WITHDRAWN","TRUEBLUE, INC.","Software Developers, Applications","BUSINESS INTELLIGENCE- SENIOR DEVELOPER","Y",68141,2013,"TACOMA, WASHINGTON",-122.4442906,47.2528768
"161",906003,"CERTIFIED-WITHDRAWN","INPATIENT SERVICES OF FLORIDA, PA","INTERNISTS, GENERAL","HOSPITALIST PHYSICIAN","Y",205046,2015,"PANAMA CITY, FLORIDA",-85.6602058,30.1588129
"162",452369,"CERTIFIED","AOXIM, LLC","COMPUTER NETWORK SUPPORT SPECIALISTS","NETWORK ENGINEER","N",63939,2016,"IRVING, TEXAS",-96.9488945,32.8140177
"163",100292,"CERTIFIED","MICROSOFT CORPORATION","COMPUTER SYSTEMS ANALYSTS","SERVICE ENGINEER","Y",85176,2016,"REDMOND, WASHINGTON",-122.121512,47.6739881
"164",1319298,"CERTIFIED","ALCATEL-LUCENT USA INC","Engineering Managers","SENIOR PROJECT MANAGER","Y",85722,2014,"NAPERVILLE, ILLINOIS",-88.1535352,41.7508391
"165",524334,"CERTIFIED","TECHDATA SERVICE COMPANY, LLC.","STATISTICIANS","STATISTICAL PROGRAMMER","Y",91166,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"166",2016725,"CERTIFIED","LARSEN & TOUBRO INFOTECH LIMITED","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","Y",59550,2013,"JERSEY CITY, NEW JERSEY",-74.0776417,40.7281575
"167",1291802,"CERTIFIED","GOLDMAN, SACHS & CO.","Software Developers, Applications","VICE PRESIDENT/SENIOR ANALYST/DEVELOPER","Y",122179,2014,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"168",2599320,"CERTIFIED","CSM SOFTWARE USA, LLC.","Mechanical Engineers","PROJECT ENGINEER","Y",51501,2012,"RAYMOND, OHIO",-83.4659573,40.3344648
"169",2767145,"CERTIFIED","CUMMINS INC.","Computer Systems Analysts","IT- ANALYST IT DEVELOPMENT PROGRAM","Y",51563,2011,"COLUMBUS, INDIANA",-85.9213796,39.2014404
"170",2101991,"CERTIFIED","IBM CORPORATION","Software Developers, Systems Software","STAFF SOFTWARE ENGINEER","Y",90646,2013,"WALTHAM, MASSACHUSETTS",-71.2356113,42.3764852
"171",841248,"CERTIFIED","RANDSTAD TECHNOLOGIES, LP","SOFTWARE DEVELOPERS, APPLICATIONS","SENIOR SOFTWARE DEVELOPER","Y",69492.8,2015,"CORAOPOLIS, PENNSYLVANIA",-80.1667247,40.5184013
"172",2082036,"CERTIFIED","VARNAR INC","Computer Systems Analysts","BUSINESS ANALYST","Y",60507,2013,"ARLINGTON, VIRGINIA",-77.1067698,38.8799697
"173",2191852,"CERTIFIED","FINANCIAL ADVISORY SYSTEMS, PLLC","Accountants and Auditors","ACCOUNTANT","N",53497.6,2013,"MANASSAS, VIRGINIA",-77.4752667,38.7509488
"174",2958162,"CERTIFIED","FLORIDA AGRICULTURAL AND MECHANICAL UNIVERSITY","Business Teachers, Postsecondary","INTERIM ASSISTANT VICE PRESIDENT","Y",59930,2011,"TALLAHASSEE, FLORIDA",-84.2807329,30.4382559
"175",851415,"CERTIFIED","CIT GROUP (NJ) LLC","FINANCIAL SPECIALISTS, ALL OTHER","A.V.P., QUANTITATIVE ANALYST - ENTERPRISE RISK","Y",72093,2015,"LIVINGSTON, NEW JERSEY",-74.3300842,40.7862871
"176",1151357,"CERTIFIED","AMAZON CORPORATE LLC","SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE DEVELOPMENT ENGINEER II","Y",97219,2015,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
"177",2629206,"CERTIFIED","PAINTING IN PICTURES LLC","Artists and Related Workers, All Other","MULTIMEDIA DESIGNER","N",48339.2,2012,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"178",820630,"CERTIFIED","PHOTON INFOTECH, INC.","SOFTWARE DEVELOPERS, APPLICATIONS","SENIOR SOFTWARE ENGINEER","Y",64418,2015,"PLANO, TEXAS",-96.6988856,33.0198431
"179",743814,"DENIED","NORTHERN INDIANA PUBLIC SERVICE COMPANY","ELECTRICAL ENGINEERS","ELECTRIC SYSTEM PROTECTION ENGINEER","Y",66747,2015,"MERRILLVILLE, INDIANA",-87.3328139,41.4828144
"180",1570973,"CERTIFIED","WAUKEGAN TIRE & SUPPLY CO., INC.","Credit Analysts","CREDIT ANALYST","N",36940.8,2014,"PARK CITY, ILLINOIS",NA,NA
"181",2857937,"CERTIFIED","GET FITNESS LARGO LLC","Marketing Managers","MARKETING DIRECTOR","Y",63232,2011,"LARGO, FLORIDA",-82.7873244,27.9094665
"182",2731480,"CERTIFIED","CASE WESTERN RESERVE UNIVERSITY","Biological Technicians","POSTDOCTORAL SCHOLAR","Y",36296,2011,"CLEVELAND, OHIO",-81.6943605,41.49932
"183",870047,"CERTIFIED-WITHDRAWN","JACOBS ENGINEERING GROUP INC.","CIVIL ENGINEERS","TRANSPORTATION PLANNER I","Y",62712,2015,"AUSTIN, TEXAS",-97.7430608,30.267153
"184",2657658,"CERTIFIED","GREYSTONE & CO., INC AND ITS AFFLILATES","Management Analysts","ASSOCIATE","Y",120370,2011,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"185",1670069,"CERTIFIED","COOLSOFT, LLC","Software Developers, Applications","SOFTWARE ENGINEER","Y",55765,2014,"JEFFERSON CITY, MISSOURI",-92.1735164,38.5767017
"186",1826525,"CERTIFIED","HP INFOSYSTEMS LLC","Computer Programmers","COMPUTER PROGRAMMER","Y",59987,2013,"MONTVILLE, NEW JERSEY",-74.383763,40.9148209
"187",2142339,"CERTIFIED","DELOITTE CONSULTING LLP","Software Developers, Systems Software","MANAGER","Y",92144,2013,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"188",2155632,"CERTIFIED-WITHDRAWN","SANFORD RESEARCH/USD","Medical Scientists, Except Epidemiologists","POST-DOCTORAL RESEARCH FELLOW","Y",38522,2013,"SIOUX FALLS, SOUTH DAKOTA",-96.7311034,43.5445959
"189",2797746,"CERTIFIED","NOVARTIS VACCINES AND DIAGNOSTICS, INC.","Computer Systems Engineers/Architects","SENIOR INFORMATICS ARCHITECT","Y",105664,2011,"EMERYVILLE, CALIFORNIA",-122.2852473,37.831316
"190",168928,"CERTIFIED","MAJESCO SOFTWARE AND SOLUTIONS, INC.","COMPUTER SYSTEMS ANALYSTS","PRODUCT DESIGNER","N",59114,2016,"TEMPLE, TEXAS",-97.342782,31.0982344
"191",1582899,"CERTIFIED","TATA CONSULTANCY SERVICES LIMITED","Computer Occupations, All Other","INFORMATICA ETL ADMINISTRATOR","Y",62109,2014,"CLEVELAND, OHIO",-81.6943605,41.49932
"192",297250,"CERTIFIED","APTTUS CORPORATION","SOFTWARE DEVELOPERS, APPLICATIONS","SENIOR UI DEVELOPER","Y",117603,2016,"SAN MATEO, CALIFORNIA",-122.3255254,37.5629917
"193",2875023,"WITHDRAWN","CASE WESTERN RESERVE UNIVERSITY","Librarians","LIBRARIAN","Y",42682,2011,"CLEVELAND, OHIO",-81.6943605,41.49932
"194",2497737,"CERTIFIED","CRYSTAL DYNAMICS, INC.","Multimedia Artists and Animators","SENIOR DESIGNER","Y",73403,2012,"REDWOOD CITY, CALIFORNIA",-122.2363548,37.4852152
"195",1533827,"CERTIFIED","SUNFIX TECHNOLOGIES, INC","Computer Programmers","PROGRAMMER ANALYST","Y",52770,2014,"PISCATAWAY, NEW JERSEY",-74.4642861,40.554887
"196",1966254,"WITHDRAWN","GSPANN TECHNOLOGIES, INC.","Computer Occupations, All Other","QUALITY ENGINEER","Y",53872,2013,"MILPITAS, CALIFORNIA",-121.8995741,37.4323341
"197",2278314,"CERTIFIED","AVANCE SCHOOLS INC.","Middle School Teachers, Except Special and Career/","TEACHER","Y",51877,2012,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
"198",200500,"CERTIFIED","PROKARMA, INC.","COMPUTER PROGRAMMERS","SOFTWARE DEVELOPER","N",67018,2016,"PHOENIX, ARIZONA",-112.0740373,33.4483771
"199",2212331,"CERTIFIED","DELOITTE & TOUCHE LLP","Accountants and Auditors","ERS CONSULTANT","Y",42557,2013,"DES MOINES, IOWA",-93.6091064,41.6005448
"200",1432161,"CERTIFIED-WITHDRAWN","RARE MILE TECHNOLOGIES, INC.","Software Developers, Applications","SOFTWARE DEVELOPER","Y",80746,2014,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
"201",625503,"CERTIFIED","PMR GEORGIA HOLDING LLC","FAMILY AND GENERAL PRACTITIONERS","FAMILY AND GERIATRIC PHYSICIAN","Y",187199,2016,"DECATUR, GEORGIA",-84.2963123,33.7748275
"202",725028,"CERTIFIED","WASHINGTON UNIVERSITY IN ST. LOUIS","STATISTICIANS","POSTDOCTORAL RESEARCH ASSOCIATE","Y",54226,2015,"ST. LOUIS, MISSOURI",-90.1994042,38.6270025
"203",1067284,"CERTIFIED","SLIPPERY ROCK UNIVERSITY OF PENNSYLVANIA","MATHEMATICAL SCIENCE TEACHERS, POSTSECONDARY","ASSISTANT PROFESSOR OF STATISTICS","Y",77820.27,2015,"SLIPPERY ROCK, PENNSYLVANIA",NA,NA
"204",1586025,"CERTIFIED","TATA CONSULTANCY SERVICES LIMITED","Computer Programmers","COMPUTER PROGRAMMER","Y",55744,2014,"FALMOUTH, MAINE",-70.2601759,43.7435343
"205",561013,"CERTIFIED","PACIFIC CONTROLS, INC","MECHANICAL ENGINEERS","PROJECT ENGINEER","N",60611,2016,"SOMERSET, NEW JERSEY",-74.4884868,40.497604
"206",162798,"CERTIFIED-WITHDRAWN","TECHORBIT INC","COMPUTER SYSTEMS ANALYSTS","COMPUTER SYSTEMS ANALYST","N",60133,2016,"IRVING, TEXAS",-96.9488945,32.8140177
"207",27231,"CERTIFIED","HEWLETT PACKARD ENTERPRISE COMPANY","LOGISTICIANS","BUSINESS OPERATIONS ANALYST","N",58656,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
"208",2704350,"CERTIFIED","VERIZON BUSINESS NETWORK SERVICES, INC.","Computer Software Engineers, Systems Software","SYSTEMS CONSULTANT-SYSTEMS ARCHITECT (SOFTWARE SYS","Y",78624,2011,"CLINTON, MISSISSIPPI",NA,NA
"209",2340293,"WITHDRAWN","SAINT JOSEPH HEALTH SYSTEM","Health Diagnosing and Treating Practitioners, All","CARDIOLOGIST","Y",66643,2012,"LONDON, KENTUCKY",NA,NA
"210",2987081,"CERTIFIED","THE UNITY HOSPITAL OF ROCHESTER","Internists, General","INTERNAL MEDICINE PHYSICIAN","Y",104998,2011,"ROCHESTER, NEW YORK",-77.6109219,43.16103
"211",1328968,"CERTIFIED","DIGIPULSE TECHNOLOGIES, INC.","Computer Occupations, All Other","SOFTWARE ENGINEER","Y",56701,2014,"CHERRY HILL, NEW JERSEY",-75.0246312,39.926813
"212",287279,"CERTIFIED","SLALOM, LLC","SOFTWARE DEVELOPERS, APPLICATIONS","SALESFORCE DEVELOPER","Y",104146,2016,"MANHATTAN BEACH, CALIFORNIA",-118.4109089,33.8847361
"213",907580,"CERTIFIED","ACCENTURE LLP","COMPUTER OCCUPATIONS, ALL OTHER","COMPUTER SPECIALIST / SYSTEM SUPPORT AND DEVELOPMENT ADMIN 3","Y",79352,2015,"RANCHO CORDOVA, CALIFORNIA",-121.302728,38.5890723
"214",2871497,"CERTIFIED","TERRACON CONSULTANTS, INC.","Civil Engineers","PROJECT MANAGER II","Y",68744,2011,"TEMPE, ARIZONA",-111.9400054,33.4255104
"215",1264465,"CERTIFIED","TMP WORLDWIDE ADVERTISING & COMMUNICATIONS, LLC","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","DIGITAL PROJECT MANAGER","Y",61589,2015,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"216",16235,"CERTIFIED","SURFACE MOUNTABLE ELECTRONIC COMPONENTS INC.","PURCHASING MANAGERS","PURCHASING MANAGER","N",68661,2016,"CEDAR PARK, TEXAS",-97.8202888,30.505198
"217",356556,"CERTIFIED","TARGET ENTERPRISE, INC.","SOFTWARE DEVELOPERS, APPLICATIONS","LEAD ENGINEER","Y",106954,2016,"MINNEAPOLIS, MINNESOTA",-93.2650108,44.977753
"218",1686864,"CERTIFIED","INFOSYS LIMITED","Computer Occupations, All Other","TEST ANALYST - US","Y",74402,2014,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
"219",1790526,"WITHDRAWN","VASCOR, LTD.","Industrial Engineers","SR. LOGISTICS ENGINEER","Y",61048,2013,"GEORGETOWN, KENTUCKY",-84.5588311,38.2097967
"220",2497532,"CERTIFIED","TATA CONSULTANCY SERVICES LIMITED","Computer Occupations, All Other*","COMPUTER SYSTEMS ARCHITECT","Y",51730,2012,"STAMFORD, CONNECTICUT",-73.5387341,41.0534302
"221",2818399,"CERTIFIED","STRUCTURE CONSULTING GROUP, LLC","Electrical Engineers","SCADA/DMS IMPLEMENTATION CONSULTANT","Y",59592,2011,"PHILADELPHIA, PENNSYLVANIA",-75.1652215,39.9525839
"222",2149,"WITHDRAWN","SERIOUSPLAYER.COM INC","GENERAL AND OPERATIONS MANAGERS","LEGAL AND OPERATIONS MANAGER","Y",74401.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"223",2365022,"CERTIFIED","SAVIN TECHNOLOGIES INC","Computer Programmers","PROGRAMMER  ANALYST","Y",62462.4,2012,"WILLIAMSVILLE, NEW YORK",-78.7378091,42.963947
"224",2504968,"CERTIFIED","INFINITY TECHNOLOGY SYSTEMS, LLC","Software Developers, Applications","SOFTWARE DEVELOPER","Y",79000,2012,"WAPPINGERS FALLS, NEW YORK",NA,NA
"225",531977,"CERTIFIED","INFRATECH INTERNATIONAL, LLC","CIVIL ENGINEERS","CIVIL ENGINEER","N",37918,2016,"BARRIGADA, NA",-9.2056761,38.6308451
"226",311104,"CERTIFIED","FACTSET RESEARCH SYSTEMS, INC.","SOFTWARE DEVELOPERS, APPLICATIONS","SOFTWARE ENGINEER","Y",76107,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"227",177586,"CERTIFIED","LARSEN & TOUBRO INFOTECH LIMITED","COMPUTER SYSTEMS ANALYSTS","TECHNICAL CONSULTANT","Y",93954,2016,"HUNT VALLEY, MARYLAND",-76.6585074,39.4900013
"228",532156,"CERTIFIED-WITHDRAWN","TRINITY INDUSTRIES, INC.","CIVIL ENGINEERS","DESIGN ENGINEER II","N",60299,2016,"MEMPHIS, TENNESSEE",-90.0489801,35.1495343
"229",198075,"WITHDRAWN","IBM INDIA PRIVATE LIMITED","COMPUTER PROGRAMMER","APPLICATION DEVELOPER","Y",80766,2016,"MOUNTAIN VIEW, CALIFORNIA",-122.0838511,37.3860517
"230",2455749,"CERTIFIED","QUALCOMM INNOVATION CENTER INC.","Software Developers, Systems Software","STAFF SOFTWARE ENGINEER","Y",98654.4,2012,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
"231",441578,"CERTIFIED","SUSQUEHANNA INTERNATIONAL GROUP, LLP","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","STORAGE AND BACKUP ENGINEER-MID","Y",97115,2016,"BALA CYNWYD, PENNSYLVANIA",-75.2304038,40.0131418
"232",1868496,"CERTIFIED","INFOSYS LIMITED","Computer Occupations, All Other","TECHNICAL TEST LEAD - US","Y",68266,2013,"HOUSTON, TEXAS",-95.3698028,29.7604267
"233",2729702,"WITHDRAWN","STRATEGIC PROCESS CONTROL TECHNOLOGIES, LLC","Chemists","CHEMIST","Y",37773,2011,"MARS, PENNSYLVANIA",NA,NA
"234",715020,"CERTIFIED","THE UNIV. OF ALA. AT BIRMINGHAM (UAB)","BIOCHEMISTS AND BIOPHYSICISTS","POSTDOCTORAL FELLOW","Y",37794,2015,"BIRMINGHAM, ALABAMA",-86.80249,33.5206608
"235",2860559,"CERTIFIED","DELOITTE CONSULTING LLP","Management Analysts","MANAGER","Y",99507,2011,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"236",1039044,"CERTIFIED","FIRST CLASS SOLUTIONS, INC.","MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","INTERNATIONAL MARKET RESEARCH ANALYST","N",42328,2015,"LAUREL, MARYLAND",-76.8483061,39.0992752
"237",2814080,"CERTIFIED","GENERAL TOOL, INC.","Human Resources Managers","HUMAN RESOURCES MANAGER","Y",74422.4,2011,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
"238",1346345,"CERTIFIED","GOOGLE INC.","Market Research Analysts and Marketing Specialists","ACCOUNT EXECUTIVE","Y",68931,2014,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
"239",2949459,"CERTIFIED","HEXAWARE TECHNOLOGIES, INC.","Computer Systems Analysts","COMPUTER PROGRAMER ANALYST","Y",65021,2011,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
"240",196304,"CERTIFIED","COMPREHENSIVE HEALTH MANAGEMENT, INC.","COMPUTER SYSTEMS ANALYSTS","SOFTWARE ENGINEER, LEAD","Y",94411,2016,"TAMPA, FLORIDA",-82.4571776,27.950575
"241",1778836,"CERTIFIED","WINTER SPRINGS VETERINARY CLINIC, LLC","Veterinarians","VETERINARIAN","Y",67725,2014,"WINTER SPRINGS, FLORIDA",NA,NA
"242",1384632,"CERTIFIED","INFOSYS LIMITED","Computer Systems Analysts","TECHNOLOGY ANALYST - US","Y",58157,2014,"TAMPA, FLORIDA",-82.4571776,27.950575
"243",2086321,"CERTIFIED","THE BROOKDALE UNIVERSITY HOSPITAL AND MEDICAL CENT","Physicians and Surgeons, All Other","PHYSICIAN IN A POST GRADUATE TRAINING PROGRAM","Y",56430.97,2013,"GREAT NECK, NEW YORK",-73.7284647,40.8006567
"244",2449314,"CERTIFIED","CERNER CORPORATION","Software Developers, Applications","SOFTWARE ENGINEER","Y",54226,2012,"NORTH KANSAS CITY, MISSOURI",-94.5729781,39.1429081
"245",2628676,"CERTIFIED","LARSEN & TOUBRO INFOTECH LIMITED","Computer Systems Analysts","TECHNICAL CONSULTANT","Y",73757,2012,"HARTFORD, CONNECTICUT",-72.6850932,41.7637111
"246",2673802,"CERTIFIED","CMA CGM (AMERICA) LLC","Cost Estimators","COST ESTIMATOR","Y",44970,2011,"MIAMI, FLORIDA",-80.1917902,25.7616798
"247",2869512,"CERTIFIED","SCHLUMBERGER TECHNOLOGY CORPORATION","Geological and Petroleum Technicians","FIELD ENGINEER","Y",47653,2011,"EL RENO, OKLAHOMA",NA,NA
"248",643201,"CERTIFIED","ST. JOHN HOSPITAL AND MEDICAL CENTER","HEALTHCARE PRACTITIONERS AND TECHNICAL WORKERS,","MEDICAL RESIDENT (PATHOLOGY)","N",29869,2016,"DETROIT, MICHIGAN",-83.0457538,42.331427
"249",442256,"WITHDRAWN","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","ASSOCIATE JC65 - NSS","N",60112,2016,"TEANECK, NEW JERSEY",-74.0116536,40.8932469
"250",2907490,"CERTIFIED","SOFTWARE SOLUTIONS GROUP INC","Computer Programmers","PROGRAMMER ANALYST","Y",42598,2011,"WAUKESHA, WISCONSIN",-88.2314813,43.0116784
"251",1439190,"CERTIFIED","IGATE TECHNOLOGIES INC.","Computer Systems Analysts","BUSINESS ANALYST","Y",67413,2014,"WAUWATOSA, WISCONSIN",-88.0075875,43.0494572
"252",2340131,"CERTIFIED","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","Computer Systems Analysts","SENIOR SYSTEMS ANALYST JC60","Y",39166,2012,"SALEM, VIRGINIA",-80.0547626,37.2934681
"253",1018704,"CERTIFIED","DECISION TREE CONSULTING, LLC","COMPUTER SYSTEMS ANALYSTS","PROGRAMMER ANALYST","Y",46446.4,2015,"TULSA, OKLAHOMA",-95.992775,36.1539816
"254",2796378,"CERTIFIED","ENTERPRISE SOLUTIONS, INC.","Computer Programmers","PROGRAMMER ANALYST","Y",54080,2011,"PITTSBURGH, PENNSYLVANIA",-79.9958864,40.4406248
"255",206408,"CERTIFIED","ISOFTECH INC","COMPUTER PROGRAMMERS","PROGRAMMER ANALYSTS","N",57179,2016,"WINDSOR MILL, MARYLAND",-76.7595659,39.3326927
"256",1927312,"CERTIFIED","TATA CONSULTANCY SERVICES LIMITED","Computer Occupations, All Other","COMPUTER SYSTEMS ENGINEER","Y",58906,2013,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
"257",2159713,"CERTIFIED","UNIVERSITY OF WISCONSIN-STOUT","Engineering Teachers, Postsecondary","ASSISTANT PROFESSOR","Y",51060,2013,"MENOMONIE, WISCONSIN",-91.9193422,44.8755183
"258",197315,"CERTIFIED","TEXARA SOLUTIONS LLC","INFORMATION SECURITY ANALYSTS","INFORMATION SECURITY MANAGER","Y",92477,2016,"NEWARK, CALIFORNIA",-122.0402399,37.5296593
"259",1956320,"CERTIFIED","LARSEN & TOUBRO LIMITED","Commercial and Industrial Designers","INDUSTRIAL DESIGNER","Y",40477,2013,"ROSEAU, MINNESOTA",NA,NA
"260",746638,"CERTIFIED","MOODY'S INVESTORS SERVICE, INC.","FINANCIAL ANALYSTS","ASSOCIATE ANALYST 2","Y",81900,2015,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"261",2210001,"CERTIFIED","SYNECHRON, INC.","Computer Occupations, All Other","IT PROJECT MANAGER","Y",77709,2013,"NEW YORK, NEW YORK",-74.0059413,40.7127837
"262",2511434,"CERTIFIED","EMC CORPORATION","Software Developers, Applications","SOFTWARE ENGINEER II","Y",59530,2012,"FARMINGTON HILLS, MICHIGAN",-83.3677168,42.4989936
